"User_ID","Product_ID","Gender","Age","Occupation","City_Category","Stay_In_Current_City_Years","Marital_Status","Product_Category","Purchase"
1000131,"P00240142","M","18-25",4,"C","4+",0,5,7004
1000131,"P00251242","M","18-25",4,"C","4+",0,5,6935
1000131,"P00034742","M","18-25",4,"C","4+",0,5,3664
1000136,"P00057642","M","18-25",2,"B","3",0,1,4438
1000136,"P00145442","M","18-25",2,"B","3",0,8,7960
1000136,"P00161942","M","18-25",2,"B","3",0,5,5174
1000136,"P00199442","M","18-25",2,"B","3",0,5,8742
1000139,"P00085942","F","26-35",20,"C","2",0,2,13141
1000139,"P00073842","F","26-35",20,"C","2",0,1,15371
1000139,"P0097242","F","26-35",20,"C","2",0,1,11893
1000146,"P00110842","F","36-45",20,"B","3",1,1,15693
1000146,"P00113142","F","36-45",20,"B","3",1,1,19669
1000146,"P00148642","F","36-45",20,"B","3",1,6,15964
1000146,"P00110942","F","36-45",20,"B","3",1,1,18968
1000146,"P00112142","F","36-45",20,"B","3",1,1,12096
1000147,"P00036842","M","18-25",4,"B","4+",0,1,15752
1000147,"P00156442","M","18-25",4,"B","4+",0,8,7898
1000147,"P00255842","M","18-25",4,"B","4+",0,16,20242
1000147,"P00120042","M","18-25",4,"B","4+",0,1,15186
1000147,"P00355142","M","18-25",4,"B","4+",0,1,15653
1000148,"P00057642","M","51-55",17,"B","3",1,1,19097
1000148,"P00110842","M","51-55",17,"B","3",1,1,19205
1000148,"P00121342","M","51-55",17,"B","3",1,1,15348
1000150,"P00334242","M","36-45",7,"B","0",1,1,19033
1000150,"P00324942","M","36-45",7,"B","0",1,5,6887
1000151,"P00334242","F","26-35",20,"A","1",1,1,19459
1000151,"P00036842","F","26-35",20,"A","1",1,1,8318
1000151,"P00156442","F","26-35",20,"A","1",1,8,10074
1000151,"P00086442","F","26-35",20,"A","1",1,8,4178
1000157,"P00073842","M","36-45",16,"A","1",0,1,15775
1000157,"P00111142","M","36-45",16,"A","1",0,1,11874
1000157,"P00278642","M","36-45",16,"A","1",0,5,8783
1000161,"P00121342","M","46-50",16,"C","4+",1,1,19276
1000161,"P00003442","M","46-50",16,"C","4+",1,4,3538
1000163,"P00295942","M","18-25",4,"A","1",0,2,9568
1000166,"P00242742","M","18-25",4,"B","1",1,1,11926
1000166,"P00059442","M","18-25",4,"B","1",1,6,20442
1000169,"P00334242","M","26-35",7,"B","3",0,1,15745
1000169,"P00058042","M","26-35",7,"B","3",0,8,7947
1000169,"P00059442","M","26-35",7,"B","3",0,6,20360
1000169,"P00112442","M","26-35",7,"B","3",0,6,20246
1000169,"P00121642","M","26-35",7,"B","3",0,5,7013
1000173,"P00046742","M","26-35",0,"B","1",1,1,11909
1000175,"P00128942","F","26-35",2,"B","1",0,1,19576
1000175,"P00086442","F","26-35",2,"B","1",0,8,10054
1000177,"P00086442","M","51-55",1,"B","3",1,8,10039
1000177,"P00046742","M","51-55",1,"B","3",1,1,15370
1000181,"P00140742","M","18-25",17,"C","1",0,1,15819
1000181,"P0097242","M","18-25",17,"C","1",0,1,15163
1000182,"P00051442","M","18-25",4,"C","0",0,8,7762
1000182,"P00184942","M","18-25",4,"C","0",0,1,19192
1000190,"P00059442","M","26-35",17,"A","1",0,6,15923
1000190,"P00240142","M","26-35",17,"A","1",0,5,8601
1000192,"P00110942","M","18-25",1,"B","2",0,1,15302
1000192,"P00105142","M","18-25",1,"B","2",0,1,15599
1000192,"P00270942","M","18-25",1,"B","2",0,1,15735
1000193,"P00258742","F","46-50",15,"C","1",1,5,6886
1000195,"P00259342","M","26-35",12,"B","4+",1,5,6985
1000195,"P00085242","M","26-35",12,"B","4+",1,8,9980
1000198,"P00199442","M","26-35",12,"A","0",1,5,7118
1000198,"P00271142","M","26-35",12,"A","0",1,5,8661
1000198,"P00010742","M","26-35",12,"A","0",1,1,19253
1000198,"P00129542","M","26-35",12,"A","0",1,8,6189
1000199,"P00046742","M","18-25",4,"B","1",0,1,15480
1000199,"P00334242","M","18-25",4,"B","1",0,1,15264
1000199,"P00324942","M","18-25",4,"B","1",0,5,6898
1000199,"P00112142","M","18-25",4,"B","1",0,1,19226
1000199,"P00220442","M","18-25",4,"B","1",0,5,5454
1000202,"P00046742","M","18-25",4,"A","3",0,1,19209
1000204,"P00025442","M","26-35",7,"B","1",1,1,19586
1000204,"P00110842","M","26-35",7,"B","1",1,1,19071
1000204,"P00111142","M","26-35",7,"B","1",1,1,19371
1000208,"P00265242","M","36-45",17,"C","1",1,5,7118
1000208,"P00278642","M","36-45",17,"C","1",1,5,7187
1000208,"P00114942","M","36-45",17,"C","1",1,1,19048
1000208,"P00116842","M","36-45",17,"C","1",1,2,10052
1000208,"P00270942","M","36-45",17,"C","1",1,1,11395
1000212,"P00005042","M","26-35",16,"C","3",0,6,12063
1000212,"P00110842","M","26-35",16,"C","3",0,1,15583
1000212,"P00062842","M","26-35",16,"C","3",0,1,15781
1000216,"P00003942","M","46-50",13,"B","1",0,5,5400
1000216,"P00249542","M","46-50",13,"B","1",0,1,11537
1000216,"P00113642","M","46-50",13,"B","1",0,8,9826
1000220,"P00117942","M","26-35",12,"A","3",0,5,8872
1000220,"P00277642","M","26-35",12,"A","3",0,2,12996
1000223,"P00270942","M","26-35",17,"B","4+",0,1,15900
1000225,"P00116842","M","26-35",7,"A","0",0,2,16305
1000225,"P00070042","M","26-35",7,"A","0",0,1,8288
1000225,"P00044442","M","26-35",7,"A","0",0,1,12045
1000230,"P00184942","M","46-50",1,"C","1",0,1,19206
1000230,"P00270942","M","46-50",1,"C","1",0,1,19521
1000230,"P00106042","M","46-50",1,"C","1",0,5,8875
1000231,"P00128942","M","26-35",3,"A","1",0,1,11468
1000231,"P00278642","M","26-35",3,"A","1",0,5,5199
1000231,"P00057642","M","26-35",3,"A","1",0,1,19703
1000231,"P00289942","M","26-35",3,"A","1",0,3,10566
1000235,"P00057942","M","26-35",0,"B","0",0,1,11834
1000235,"P00113642","M","26-35",0,"B","0",0,8,9734
1000235,"P00355142","M","26-35",0,"B","0",0,1,19462
1000235,"P00111142","M","26-35",0,"B","0",0,1,15839
1000236,"P00110542","M","26-35",5,"B","2",0,8,9771
1000237,"P00034742","M","26-35",6,"C","1",1,5,7154
1000237,"P00058042","M","26-35",6,"C","1",1,8,7857
1000237,"P00145442","M","26-35",6,"C","1",1,8,7799
1000240,"P00034742","M","51-55",17,"A","1",1,5,7162
1000242,"P00274942","F","18-25",4,"A","3",0,8,7789
1000242,"P00121342","F","18-25",4,"A","3",0,1,15456
1000244,"P00117442","M","51-55",7,"B","3",1,5,7104
1000245,"P00265242","M","36-45",16,"B","0",0,5,1944
1000245,"P00271142","M","36-45",16,"B","0",0,5,3738
1000249,"P00110842","F","18-25",14,"C","2",0,1,19587
1000249,"P00114942","F","18-25",14,"C","2",0,1,15433
1000255,"P00274942","M","36-45",0,"C","1",1,8,9747
1000255,"P00031042","M","36-45",0,"C","1",1,8,7972
1000255,"P00003242","M","36-45",0,"C","1",1,8,8002
1000255,"P00112142","M","36-45",0,"C","1",1,1,15587
1000258,"P00110742","M","26-35",7,"C","0",1,1,19113
1000259,"P00334242","M","26-35",1,"B","4+",0,1,15824
1000261,"P00057942","M","26-35",20,"A","4+",0,1,19508
1000261,"P00003942","M","26-35",20,"A","4+",0,5,5252
1000263,"P00240142","F","26-35",7,"C","1",0,5,5338
1000263,"P00121642","F","26-35",7,"C","1",0,5,8638
1000263,"P00102642","F","26-35",7,"C","1",0,4,2741
1000263,"P00355142","F","26-35",7,"C","1",0,1,8121
1000264,"P00052842","M","36-45",0,"B","1",1,10,23278
1000264,"P00323942","M","36-45",0,"B","1",1,8,6163
1000264,"P00106042","M","36-45",0,"B","1",1,5,8720
1000264,"P00037142","M","36-45",0,"B","1",1,1,11559
1000264,"P00220442","M","36-45",0,"B","1",1,5,5388
1000270,"P00278642","M","51-55",14,"B","2",1,5,8888
1000271,"P00058042","M","18-25",4,"C","1",0,8,7879
1000271,"P00046742","M","18-25",4,"C","1",0,1,19707
1000271,"P00237542","M","18-25",4,"C","1",0,1,19675
1000271,"P00110942","M","18-25",4,"C","1",0,1,19503
1000271,"P00057942","M","18-25",4,"C","1",0,1,19505
1000271,"P00070042","M","18-25",4,"C","1",0,1,15562
1000271,"P00242742","M","18-25",4,"C","1",0,1,15718
1000271,"P00003442","M","18-25",4,"C","1",0,4,1486
1000272,"P00278642","M","18-25",0,"A","1",0,5,8690
1000272,"P00355142","M","18-25",0,"A","1",0,1,19624
1000272,"P00057642","M","18-25",0,"A","1",0,1,19063
1000272,"P00184942","M","18-25",0,"A","1",0,1,19210
1000273,"P00255842","M","18-25",4,"B","2",1,16,16905
1000273,"P00274942","M","18-25",4,"B","2",1,8,9781
1000273,"P00220442","M","18-25",4,"B","2",1,5,8904
1000274,"P00105142","M","18-25",4,"A","4+",0,1,15391
1000274,"P00028842","M","18-25",4,"A","4+",0,6,20430
1000275,"P00052842","M","26-35",0,"C","3",1,10,23355
1000284,"P00274942","M","26-35",12,"B","3",1,8,9753
1000284,"P00242742","M","26-35",12,"B","3",1,1,19489
1000295,"P00278642","M","18-25",0,"C","4+",0,5,8825
1000295,"P00121342","M","18-25",0,"C","4+",0,1,15561
1000295,"P00114942","M","18-25",0,"C","4+",0,1,19702
1000297,"P00240142","M","18-25",2,"C","3",1,5,6862
1000297,"P00110542","M","18-25",2,"C","3",1,8,9763
1000297,"P00059442","M","18-25",2,"C","3",1,6,16556
1000297,"P00184942","M","18-25",2,"C","3",1,1,15691
1000299,"P00113242","M","26-35",12,"C","4+",0,1,19609
1000299,"P00085242","M","26-35",12,"C","4+",0,8,9781
1000299,"P00028842","M","26-35",12,"C","4+",0,6,20099
1000300,"P00059442","M","26-35",7,"B","4+",1,6,16612
1000300,"P00129542","M","26-35",7,"B","4+",1,8,10079
1000300,"P00113242","M","26-35",7,"B","4+",1,1,19510
1000300,"P00110542","M","26-35",7,"B","4+",1,8,9976
1000300,"P00114942","M","26-35",7,"B","4+",1,1,15729
1000301,"P00110542","M","18-25",4,"B","4+",0,8,9798
1000301,"P00148642","M","18-25",4,"B","4+",0,6,20549
1000301,"P00255842","M","18-25",4,"B","4+",0,16,20544
1000301,"P00110742","M","18-25",4,"B","4+",0,1,15199
1000301,"P00034742","M","18-25",4,"B","4+",0,5,8663
1000302,"P00260042","M","18-25",4,"B","4+",0,5,7027
1000302,"P00110842","M","18-25",4,"B","4+",0,1,15375
1000302,"P00140742","M","18-25",4,"B","4+",0,1,19607
1000306,"P00270942","M","18-25",0,"C","3",0,1,15705
1000306,"P00355142","M","18-25",0,"C","3",0,1,15292
1000306,"P00248142","M","18-25",0,"C","3",0,5,8885
1000309,"P00051442","M","26-35",4,"B","1",0,8,10013
1000309,"P00110542","M","26-35",4,"B","1",0,8,8057
1000309,"P00145442","M","26-35",4,"B","1",0,8,7890
1000309,"P00259342","M","26-35",4,"B","1",0,5,7172
1000314,"P00031042","F","55+",9,"C","1",0,8,9784
1000314,"P00117942","F","55+",9,"C","1",0,5,8853
1000314,"P00128942","F","55+",9,"C","1",0,1,19504
1000319,"P00249542","F","51-55",6,"B","3",1,1,11486
1000319,"P00028842","F","51-55",6,"B","3",1,6,20248
1000326,"P00110842","M","51-55",11,"B","1",1,1,15633
1000326,"P00220442","M","51-55",11,"B","1",1,5,7012
1000326,"P00102642","M","51-55",11,"B","1",1,4,3503
1000326,"P00085942","M","51-55",11,"B","1",1,2,13158
1000326,"P00178942","M","51-55",11,"B","1",1,5,7178
1000326,"P00046742","M","51-55",11,"B","1",1,1,15264
1000326,"P00237542","M","51-55",11,"B","1",1,1,19161
1000329,"P00057642","M","36-45",7,"A","1",0,1,19065
1000331,"P00057942","M","26-35",7,"B","1",0,1,11772
1000333,"P00260042","M","36-45",2,"A","0",1,5,8807
1000336,"P00324942","M","18-25",0,"C","4+",0,5,8593
1000338,"P00220442","M","36-45",7,"A","1",0,5,7121
1000338,"P00184942","M","36-45",7,"A","1",0,1,15321
1000338,"P00237542","M","36-45",7,"A","1",0,1,19596
1000338,"P00145042","M","36-45",7,"A","1",0,1,19151
1000338,"P00121642","M","36-45",7,"A","1",0,5,8761
1000338,"P00120042","M","36-45",7,"A","1",0,1,15493
1000338,"P00010742","M","36-45",7,"A","1",0,1,15592
1000342,"P00003242","M","18-25",12,"C","4+",0,8,8005
1000343,"P00271142","F","36-45",3,"B","2",0,5,7132
1000346,"P00260042","F","26-35",0,"B","2",0,5,8784
1000346,"P00178942","F","26-35",0,"B","2",0,5,6942
1000349,"P00057742","M","0-17",10,"C","0",0,2,13225
1000349,"P00114942","M","0-17",10,"C","0",0,1,18957
1000349,"P00021742","M","0-17",10,"C","0",0,5,5239
1000352,"P00240142","M","18-25",4,"A","0",0,5,8803
1000352,"P00334242","M","18-25",4,"A","0",0,1,19136
1000352,"P00110742","M","18-25",4,"A","0",0,1,19590
1000352,"P00052842","M","18-25",4,"A","0",0,10,18517
1000355,"P00145042","M","18-25",3,"B","2",0,1,15220
1000355,"P00140742","M","18-25",3,"B","2",0,1,15361
1000366,"P00046742","M","51-55",15,"B","1",1,1,19512
1000368,"P00184942","M","26-35",0,"C","1",0,1,19414
1000368,"P00237542","M","26-35",0,"C","1",0,1,19438
1000377,"P0097242","M","26-35",17,"B","2",0,1,19317
1000377,"P00106042","M","26-35",17,"B","2",0,5,8853
1000377,"P00148642","M","26-35",17,"B","2",0,6,20406
1000385,"P00220442","M","26-35",6,"C","1",0,5,5220
1000385,"P00070042","M","26-35",6,"C","1",0,1,19252
1000385,"P00062842","M","26-35",6,"C","1",0,1,19180
1000385,"P00110742","M","26-35",6,"C","1",0,1,19087
1000386,"P00062842","M","26-35",0,"A","1",1,1,8101
1000386,"P00003242","M","26-35",0,"A","1",1,8,5993
1000392,"P00000142","M","18-25",7,"A","0",0,3,11007
1000392,"P00085942","M","18-25",7,"A","0",0,2,12925
1000398,"P00080342","M","26-35",17,"B","3",1,1,19412
1000398,"P00057642","M","26-35",17,"B","3",1,1,19454
1000402,"P00258742","M","26-35",11,"B","1",1,5,7148
1000403,"P00085242","M","18-25",4,"A","2",0,8,5906
1000403,"P00255842","M","18-25",4,"A","2",0,16,20948
1000403,"P00128942","M","18-25",4,"A","2",0,1,11540
1000403,"P00037142","M","18-25",4,"A","2",0,1,15742
1000403,"P00000142","M","18-25",4,"A","2",0,3,10749
1000403,"P00085942","M","18-25",4,"A","2",0,2,13003
1000411,"P00059442","F","46-50",1,"B","0",1,6,12388
1000411,"P00031042","F","46-50",1,"B","0",1,8,8121
1000411,"P00121642","F","46-50",1,"B","0",1,5,8797
1000411,"P00259342","F","46-50",1,"B","0",1,5,7143
1000411,"P00127642","F","46-50",1,"B","0",1,1,15238
1000411,"P00028842","F","46-50",1,"B","0",1,6,16323
1000412,"P00111142","M","36-45",15,"A","1",1,1,15349
1000415,"P00355142","F","36-45",0,"A","2",1,1,11598
1000415,"P00117442","F","36-45",0,"A","2",1,5,5345
1000415,"P00121642","F","36-45",0,"A","2",1,5,5216
1000415,"P00110742","F","36-45",0,"A","2",1,1,19316
1000419,"P00129542","M","18-25",3,"C","1",0,8,7832
1000419,"P00044442","M","18-25",3,"C","1",0,1,19038
1000419,"P00216342","M","18-25",3,"C","1",0,3,10951
1000419,"P00274942","M","18-25",3,"C","1",0,8,6006
1000424,"P00110942","M","26-35",17,"A","3",0,1,19401
1000424,"P00121342","M","26-35",17,"A","3",0,1,19186
1000424,"P00129542","M","26-35",17,"A","3",0,8,7954
1000424,"P00031042","M","26-35",17,"A","3",0,8,7964
1000424,"P00113142","M","26-35",17,"A","3",0,1,19043
1000425,"P00121642","M","26-35",12,"B","1",1,5,7129
1000425,"P00036842","M","26-35",12,"B","1",1,1,15672
1000425,"P00259342","M","26-35",12,"B","1",1,5,5301
1000429,"P00034742","M","18-25",0,"C","1",0,5,8837
1000429,"P00086442","M","18-25",0,"C","1",0,8,9725
1000431,"P00051442","M","18-25",10,"B","3",0,8,9903
1000436,"P00120042","M","18-25",4,"C","1",0,1,19188
1000436,"P00295942","M","18-25",4,"C","1",0,2,9664
1000438,"P00145442","M","18-25",11,"A","3",0,8,6126
1000438,"P00034742","M","18-25",11,"A","3",0,5,8791
1000438,"P00324942","M","18-25",11,"A","3",0,5,7075
1000438,"P00058042","M","18-25",11,"A","3",0,8,9990
1000442,"P00117942","M","26-35",1,"A","2",0,5,7120
1000442,"P00031042","M","26-35",1,"A","2",0,8,9786
1000442,"P00102642","M","26-35",1,"A","2",0,4,3461
1000442,"P0097242","M","26-35",1,"A","2",0,1,19516
1000442,"P00248142","M","26-35",1,"A","2",0,5,6877
1000451,"P00059442","M","55+",13,"C","4+",1,6,20122
1000453,"P00113642","M","18-25",4,"B","1",0,8,9736
1000453,"P00028842","M","18-25",4,"B","1",0,6,16708
1000453,"P00237542","M","18-25",4,"B","1",0,1,15482
1000454,"P00106042","M","26-35",20,"C","2",1,5,8843
1000456,"P00216342","M","36-45",0,"A","0",0,3,13422
1000456,"P00255842","M","36-45",0,"A","0",0,16,16761
1000456,"P00117942","M","36-45",0,"A","0",0,5,7173
1000456,"P00184942","M","36-45",0,"A","0",0,1,19706
1000457,"P00184942","M","18-25",4,"B","2",0,1,19004
1000461,"P00034742","M","51-55",7,"B","0",0,5,8842
1000461,"P00157542","M","51-55",7,"B","0",0,8,9773
1000461,"P00036842","M","51-55",7,"B","0",0,1,11491
1000461,"P00052842","M","51-55",7,"B","0",0,10,18872
1000461,"P00057742","M","51-55",7,"B","0",0,2,10112
1000461,"P00085242","M","51-55",7,"B","0",0,8,7838
1000462,"P00145042","M","18-25",16,"C","1",1,1,15646
1000474,"P00324942","M","26-35",17,"B","1",0,5,8841
1000476,"P00073842","M","36-45",0,"B","0",0,1,15283
1000479,"P00117942","M","26-35",12,"C","0",0,5,6950
1000479,"P00112142","M","26-35",12,"C","0",0,1,15523
1000480,"P00112142","F","18-25",4,"C","1",0,1,11835
1000480,"P00242742","F","18-25",4,"C","1",0,1,8271
1000481,"P00258742","M","46-50",7,"C","2",0,5,7142
1000481,"P00058042","M","46-50",7,"C","2",0,8,8119
1000482,"P00031042","M","26-35",14,"A","2",1,8,9713
1000482,"P00148642","M","26-35",14,"A","2",1,6,16224
1000482,"P00216342","M","26-35",14,"A","2",1,3,5773
1000482,"P00113142","M","26-35",14,"A","2",1,1,15296
1000482,"P00259342","M","26-35",14,"A","2",1,5,7088
1000482,"P00117442","M","26-35",14,"A","2",1,5,8769
1000482,"P00105142","M","26-35",14,"A","2",1,1,11602
1000482,"P00274942","M","26-35",14,"A","2",1,8,8067
1000496,"P00271142","M","18-25",4,"A","3",0,5,8630
1000496,"P00000142","M","18-25",4,"A","3",0,3,13556
1000498,"P00324942","M","36-45",17,"A","1",0,5,8767
1000498,"P00005042","M","36-45",17,"A","1",0,6,20095
1000498,"P00113642","M","36-45",17,"A","1",0,8,8055
1000498,"P00184942","M","36-45",17,"A","1",0,1,15850
1000509,"P00289942","M","26-35",2,"A","0",1,3,10622
1000509,"P00199442","M","26-35",2,"A","0",1,5,5184
1000509,"P00274942","M","26-35",2,"A","0",1,8,10022
1000509,"P00112542","M","26-35",2,"A","0",1,1,15265
1000509,"P00128942","M","26-35",2,"A","0",1,1,15765
1000515,"P00110942","M","26-35",1,"A","0",1,1,11728
1000516,"P00178942","F","55+",14,"C","2",0,5,5208
1000516,"P00145442","F","55+",14,"C","2",0,8,6048
1000520,"P00085942","F","36-45",20,"A","2",0,2,15954
1000520,"P00121642","F","36-45",20,"A","2",0,5,6999
1000523,"P00112142","M","51-55",7,"A","1",1,1,19197
1000523,"P0097242","M","51-55",7,"A","1",1,1,15697
1000524,"P00148642","M","18-25",0,"A","0",0,6,20258
1000524,"P00116842","M","18-25",0,"A","0",0,2,15982
1000524,"P00085242","M","18-25",0,"A","0",0,8,9756
1000530,"P00025442","M","26-35",2,"A","1",1,1,19241
1000530,"P00295942","M","26-35",2,"A","1",1,2,16266
1000530,"P00120042","M","26-35",2,"A","1",1,1,15579
1000531,"P00003442","F","18-25",14,"B","0",0,4,2113
1000531,"P00117942","F","18-25",14,"B","0",0,5,6990
1000536,"P00182142","M","26-35",20,"C","1",0,1,19486
1000536,"P00116842","M","26-35",20,"C","1",0,2,12880
1000541,"P00220442","F","18-25",4,"C","3",0,5,8612
1000543,"P00112542","M","26-35",5,"B","4+",1,1,15856
1000543,"P00355142","M","26-35",5,"B","4+",1,1,19346
1000543,"P00184942","M","26-35",5,"B","4+",1,1,18995
1000543,"P00057942","M","26-35",5,"B","4+",1,1,19195
1000543,"P00070042","M","26-35",5,"B","4+",1,1,19487
1000543,"P00062842","M","26-35",5,"B","4+",1,1,19018
1000547,"P00057742","M","36-45",12,"B","3",0,2,16163
1000547,"P00112542","M","36-45",12,"B","3",0,1,19406
1000549,"P00145442","M","26-35",6,"A","3",0,8,7789
1000549,"P00057742","M","26-35",6,"A","3",0,2,10106
1000549,"P00129642","M","26-35",6,"A","3",0,5,8656
1000549,"P00120042","M","26-35",6,"A","3",0,1,19132
1000550,"P00129642","M","46-50",8,"B","1",1,5,7068
1000550,"P00220442","M","46-50",8,"B","1",1,5,7089
1000550,"P00051442","M","46-50",8,"B","1",1,8,9821
1000550,"P00113642","M","46-50",8,"B","1",1,8,9990
1000551,"P00147942","M","36-45",20,"A","4+",1,1,12061
1000551,"P00128942","M","36-45",20,"A","4+",1,1,11659
1000556,"P00121642","F","26-35",9,"B","4+",0,5,7053
1000556,"P00117942","F","26-35",9,"B","4+",0,5,6858
1000556,"P00025442","F","26-35",9,"B","4+",0,1,19022
1000563,"P00114942","M","26-35",4,"A","3",0,1,15508
1000563,"P00073842","M","26-35",4,"A","3",0,1,11947
1000566,"P00265242","M","26-35",17,"A","3",0,5,8615
1000566,"P00110842","M","26-35",17,"A","3",0,1,15605
1000566,"P00258742","M","26-35",17,"A","3",0,5,5145
1000566,"P00034742","M","26-35",17,"A","3",0,5,5352
1000566,"P00216342","M","26-35",17,"A","3",0,3,8422
1000577,"P00265242","M","36-45",0,"A","3",0,5,8764
1000577,"P00044442","M","36-45",0,"A","3",0,1,19612
1000583,"P00080342","F","26-35",0,"A","4+",0,1,19164
1000585,"P00278642","M","18-25",1,"A","1",0,5,8803
1000585,"P00057642","M","18-25",1,"A","1",0,1,15800
1000585,"P00145042","M","18-25",1,"A","1",0,1,15660
1000588,"P00031042","F","26-35",11,"B","1",0,8,9886
1000588,"P00003242","F","26-35",11,"B","1",0,8,8033
1000588,"P00120042","F","26-35",11,"B","1",0,1,15859
1000591,"P00121342","M","26-35",0,"C","1",0,1,15348
1000591,"P00259342","M","26-35",0,"C","1",0,5,3500
1000601,"P00046742","F","18-25",20,"B","3",1,1,11646
1000601,"P00127642","F","18-25",20,"B","3",1,1,11866
1000601,"P00110742","F","18-25",20,"B","3",1,1,12044
1000601,"P00114942","F","18-25",20,"B","3",1,1,11399
1000604,"P00105142","M","46-50",17,"C","2",1,1,11718
1000609,"P00110742","M","26-35",7,"B","1",0,1,19372
1000610,"P00210042","M","26-35",4,"B","1",0,8,6043
1000611,"P00046742","M","36-45",0,"C","1",0,1,11405
1000611,"P00184942","M","36-45",0,"C","1",0,1,15902
1000611,"P00057742","M","36-45",0,"C","1",0,2,16437
1000624,"P00112542","M","26-35",1,"B","3",0,1,19438
1000624,"P00255842","M","26-35",1,"B","3",0,16,16496
1000624,"P00250242","M","26-35",1,"B","3",0,5,5254
1000631,"P00080342","M","36-45",17,"C","3",1,1,11845
1000631,"P00044442","M","36-45",17,"C","3",1,1,15676
1000631,"P00277642","M","36-45",17,"C","3",1,2,9802
1000631,"P00295942","M","36-45",17,"C","3",1,2,15885
1000639,"P00242742","M","46-50",17,"B","2",1,1,15813
1000639,"P00182142","M","46-50",17,"B","2",1,1,15243
1000639,"P00277642","M","46-50",17,"B","2",1,2,10062
1000639,"P00334242","M","46-50",17,"B","2",1,1,15837
1000646,"P00182142","M","36-45",7,"C","2",0,1,15693
1000646,"P00052842","M","36-45",7,"C","2",0,10,14421
1000646,"P00028842","M","36-45",7,"C","2",0,6,8698
1000646,"P00128942","M","36-45",7,"C","2",0,1,15289
1000648,"P00059442","F","26-35",12,"B","1",1,6,19918
1000651,"P00005042","M","36-45",7,"B","2",0,6,20085
1000651,"P00117942","M","36-45",7,"B","2",0,5,7070
1000651,"P00106042","M","36-45",7,"B","2",0,5,8569
1000654,"P00278642","M","51-55",7,"C","4+",1,5,6891
1000654,"P00117442","M","51-55",7,"C","4+",1,5,5346
1000664,"P00110742","M","36-45",18,"C","2",1,1,15284
1000664,"P00062842","M","36-45",18,"C","2",1,1,18955
1000664,"P00156442","M","36-45",18,"C","2",1,8,8052
1000669,"P00157542","M","26-35",17,"B","2",0,8,7932
1000669,"P00278642","M","26-35",17,"B","2",0,5,8828
1000669,"P00148642","M","26-35",17,"B","2",0,6,19994
1000669,"P00062842","M","26-35",17,"B","2",0,1,18979
1000671,"P00059442","M","18-25",4,"C","0",0,6,20240
1000671,"P00324942","M","18-25",4,"C","0",0,5,7048
1000674,"P00037142","M","26-35",17,"C","4+",0,1,15305
1000674,"P00003242","M","26-35",17,"C","4+",0,8,9722
1000674,"P00052842","M","26-35",17,"C","4+",0,10,23319
1000674,"P00111142","M","26-35",17,"C","4+",0,1,15641
1000676,"P00278642","M","18-25",16,"B","1",1,5,3687
1000676,"P00110742","M","18-25",16,"B","1",1,1,19533
1000678,"P00323942","M","26-35",0,"A","0",1,8,8108
1000678,"P00274942","M","26-35",0,"A","0",1,8,9851
1000678,"P00021742","M","26-35",0,"A","0",1,5,7068
1000679,"P00113642","M","36-45",16,"C","4+",1,8,9705
1000679,"P00178942","M","36-45",16,"C","4+",1,5,5399
1000685,"P00121642","M","26-35",4,"A","1",1,5,5222
1000687,"P00110742","F","26-35",7,"C","4+",0,1,19160
1000692,"P00005042","F","26-35",0,"A","0",1,6,20570
1000692,"P00355142","F","26-35",0,"A","0",1,1,15410
1000692,"P00086442","F","26-35",0,"A","0",1,8,7977
1000695,"P00334242","F","18-25",1,"A","2",0,1,11924
1000695,"P00070042","F","18-25",1,"A","2",0,1,19186
1000695,"P00145042","F","18-25",1,"A","2",0,1,11428
1000695,"P00258742","F","18-25",1,"A","2",0,5,6927
1000695,"P00259342","F","18-25",1,"A","2",0,5,6938
1000697,"P00259342","F","51-55",6,"A","3",1,5,8608
1000698,"P00277642","M","18-25",4,"A","1",0,2,6555
1000698,"P00237542","M","18-25",4,"A","1",0,1,19387
1000698,"P00355142","M","18-25",4,"A","1",0,1,4072
1000698,"P00145442","M","18-25",4,"A","1",0,8,7832
1000698,"P00102642","M","18-25",4,"A","1",0,4,2839
1000702,"P00085242","M","36-45",7,"B","2",1,8,10008
1000702,"P00117942","M","36-45",7,"B","2",1,5,5385
1000707,"P00112142","M","36-45",7,"C","1",0,1,15477
1000710,"P00240142","M","26-35",20,"A","4+",0,5,6944
1000710,"P00289942","M","26-35",20,"A","4+",0,3,13544
1000710,"P00080342","M","26-35",20,"A","4+",0,1,19519
1000710,"P00116842","M","26-35",20,"A","4+",0,2,12797
1000711,"P00113642","M","26-35",18,"A","4+",0,8,7776
1000712,"P00128942","M","26-35",0,"B","2",0,1,18998
1000713,"P00216342","M","36-45",7,"B","3",0,3,8286
1000713,"P00251242","M","36-45",7,"B","3",0,5,6950
1000713,"P00178942","M","36-45",7,"B","3",0,5,5294
1000714,"P00010742","M","18-25",4,"B","2",0,1,19590
1000714,"P00250242","M","18-25",4,"B","2",0,5,8864
1000714,"P00240142","M","18-25",4,"B","2",0,5,5440
1000714,"P00070042","M","18-25",4,"B","2",0,1,19250
1000720,"P00110842","M","18-25",0,"B","0",0,1,15905
1000721,"P00147942","F","36-45",9,"B","1",0,1,15805
